pmed.pure,v.tot,v.med,v.dir,n.med,pval.cut,n.direct,file,method,tissue,trait,treatment
0.134522332390315,2.04847305763896,0.275565373552312,1.86383092787774,1,0.05,9,res.fixed.pcut_sum_T133_lowN_ts_LMAN.csv,res.fixed,LMAN,T133_lowN,lowN
0.024792506097147,2.04634354498804,0.0507339848159733,2.03385057012103,1,0.05,56,res.fixed.pcut_sum_T133_stdN_ts_GRoot.csv,res.fixed,GRoot,T133_stdN,stdN
0,1.44915558755328,0,1.44915558755328,0,0.05,10,res.fixed.pcut_sum_T133_stdN_ts_GShoot.csv,res.fixed,GShoot,T133_stdN,stdN
0,3.70328862215546,0,3.70328862215546,0,0.05,39,res.fixed.pcut_sum_T133_stdN_ts_Kern.csv,res.fixed,Kern,T133_stdN,stdN
0.0546492697456864,1.7735111353269,0.0969210884314583,1.62288255326145,2,0.05,45,res.fixed.pcut_sum_T133_stdN_ts_L3Base.csv,res.fixed,L3Base,T133_stdN,stdN
0.0620209921852797,2.18564236807341,0.135555708230097,2.08212395473764,2,0.05,34,res.fixed.pcut_sum_T133_stdN_ts_L3Tip.csv,res.fixed,L3Tip,T133_stdN,stdN
0,0.88935140526684,0,0.88935140526684,0,0.05,17,res.fixed.pcut_sum_T133_stdN_ts_LMAD.csv,res.fixed,LMAD,T133_stdN,stdN
0,1.0161957962104,0,1.0161957962104,0,0.05,8,res.fixed.pcut_sum_T133_stdN_ts_LMAN.csv,res.fixed,LMAN,T133_stdN,stdN
0.0537960587017769,0.117117886457805,0.00630048069491214,0.106574582739141,1,0.05,26,res.fixed.pcut_sum_T134_lowN_ts_GRoot.csv,res.fixed,GRoot,T134_lowN,lowN
0.188586866308454,0.0672094198089517,0.0126748138681795,0.0538914599047994,1,0.05,6,res.fixed.pcut_sum_T134_lowN_ts_GShoot.csv,res.fixed,GShoot,T134_lowN,lowN
0,0.157606015377583,0,0.157606015377583,0,0.05,10,res.fixed.pcut_sum_T134_lowN_ts_Kern.csv,res.fixed,Kern,T134_lowN,lowN
0.146914614154811,0.218507888836627,0.0321020021782154,0.175286155206933,2,0.05,24,res.fixed.pcut_sum_T134_lowN_ts_L3Base.csv,res.fixed,L3Base,T134_lowN,lowN
0.225007450169171,0.103106676038451,0.0231997702708306,0.0722380194195066,3,0.05,24,res.fixed.pcut_sum_T134_lowN_ts_L3Tip.csv,res.fixed,L3Tip,T134_lowN,lowN
0,0.145062317322819,0,0.145062317322819,0,0.05,60,res.fixed.pcut_sum_T134_lowN_ts_LMAD.csv,res.fixed,LMAD,T134_lowN,lowN
0,0.063826467092977,0,0.063826467092977,0,0.05,29,res.fixed.pcut_sum_T134_lowN_ts_LMAN.csv,res.fixed,LMAN,T134_lowN,lowN
0,1.54066065058756e-14,0,1.54066065058756e-14,0,0.05,60,res.fixed.pcut_sum_T134_stdN_ts_GRoot.csv,res.fixed,GRoot,T134_stdN,stdN
0,1.49327946210033e-14,0,1.49327946210033e-14,0,0.05,55,res.fixed.pcut_sum_T134_stdN_ts_GShoot.csv,res.fixed,GShoot,T134_stdN,stdN
0,1.52139004522014e-14,0,1.52139004522014e-14,0,0.05,67,res.fixed.pcut_sum_T134_stdN_ts_Kern.csv,res.fixed,Kern,T134_stdN,stdN
0.157887835385165,8.70504051775745e-15,1.37442000428888e-15,6.02440935364164e-15,3,0.05,13,res.fixed.pcut_sum_T134_stdN_ts_L3Base.csv,res.fixed,L3Base,T134_stdN,stdN
0.0861528759180499,1.56536147737063e-14,1.34860393126807e-15,1.43578474642039e-14,1,0.05,65,res.fixed.pcut_sum_T134_stdN_ts_L3Tip.csv,res.fixed,L3Tip,T134_stdN,stdN
0,1.37805999702326e-14,0,1.37805999702326e-14,0,0.05,57,res.fixed.pcut_sum_T134_stdN_ts_LMAD.csv,res.fixed,LMAD,T134_stdN,stdN
0,1.0406207070939e-14,0,1.0406207070939e-14,0,0.05,9,res.fixed.pcut_sum_T134_stdN_ts_LMAN.csv,res.fixed,LMAN,T134_stdN,stdN
0,0.0583424514546764,0,0.0583424514546764,0,0.05,35,res.fixed.pcut_sum_T135_lowN_ts_GRoot.csv,res.fixed,GRoot,T135_lowN,lowN
0,0.0606340160486109,0,0.0606340160486109,0,0.05,37,res.fixed.pcut_sum_T135_lowN_ts_GShoot.csv,res.fixed,GShoot,T135_lowN,lowN
0,0.0548186691877581,0,0.0548186691877581,0,0.05,72,res.fixed.pcut_sum_T135_lowN_ts_Kern.csv,res.fixed,Kern,T135_lowN,lowN
0.438103161653332,0.0264218700235381,0.0115755047941054,0.0152291245884021,3,0.05,43,res.fixed.pcut_sum_T135_lowN_ts_L3Base.csv,res.fixed,L3Base,T135_lowN,lowN
0.0928099243996359,0.0198225153182141,0.00183972614809408,0.0182993577503691,1,0.05,12,res.fixed.pcut_sum_T135_lowN_ts_L3Tip.csv,res.fixed,L3Tip,T135_lowN,lowN
0,0.0183666618918114,0,0.0183666618918114,0,0.05,38,res.fixed.pcut_sum_T135_lowN_ts_LMAD.csv,res.fixed,LMAD,T135_lowN,lowN
0.00740786681122609,0.0608356445916243,0.000450662352509839,0.0601602665943131,1,0.05,41,res.fixed.pcut_sum_T135_lowN_ts_LMAN.csv,res.fixed,LMAN,T135_lowN,lowN
0.00999652282912783,1.25042354413709e-17,1.24998875050453e-19,1.0866670605407e-17,1,0.05,71,res.fixed.pcut_sum_T135_stdN_ts_GRoot.csv,res.fixed,GRoot,T135_stdN,stdN
0,1.52287747938722e-17,0,1.52287747938722e-17,0,0.05,10,res.fixed.pcut_sum_T135_stdN_ts_GShoot.csv,res.fixed,GShoot,T135_stdN,stdN
0,1.01604223309626e-18,0,1.01604223309626e-18,0,0.05,10,res.fixed.pcut_sum_T135_stdN_ts_Kern.csv,res.fixed,Kern,T135_stdN,stdN
0.189278505232667,3.21409800790777e-17,6.08359666608075e-18,1.19020387275196e-17,2,0.05,18,res.fixed.pcut_sum_T135_stdN_ts_L3Base.csv,res.fixed,L3Base,T135_stdN,stdN
1,2.77124317687012e-18,2.77124317687012e-18,0,3,0.05,0,res.fixed.pcut_sum_T135_stdN_ts_L3Tip.csv,res.fixed,L3Tip,T135_stdN,stdN
0,1.79918939812991e-17,0,1.79918939812991e-17,0,0.05,52,res.fixed.pcut_sum_T135_stdN_ts_LMAD.csv,res.fixed,LMAD,T135_stdN,stdN
0,4.43208006771611e-19,0,4.43208006771611e-19,0,0.05,6,res.fixed.pcut_sum_T135_stdN_ts_LMAN.csv,res.fixed,LMAN,T135_stdN,stdN
0,0.59363580906583,0,0.59363580906583,0,0.05,19,res.fixed.pcut_sum_T136_lowN_ts_GRoot.csv,res.fixed,GRoot,T136_lowN,lowN
0.0432831194193161,0.211942507987869,0.00917353288326827,0.192423511743169,1,0.05,21,res.fixed.pcut_sum_T136_lowN_ts_GShoot.csv,res.fixed,GShoot,T136_lowN,lowN
0.295842005754501,0.428320446848189,0.126715180101232,0.240738256591817,1,0.05,8,res.fixed.pcut_sum_T136_lowN_ts_Kern.csv,res.fixed,Kern,T136_lowN,lowN
0.163832536868741,0.928527345517149,0.152122990568073,0.873744509825217,1,0.05,73,res.fixed.pcut_sum_T136_lowN_ts_L3Base.csv,res.fixed,L3Base,T136_lowN,lowN
0,0.412973978409807,0,0.412973978409807,0,0.05,13,res.fixed.pcut_sum_T136_lowN_ts_L3Tip.csv,res.fixed,L3Tip,T136_lowN,lowN
0,0.323870098040514,0,0.323870098040514,0,0.05,31,res.fixed.pcut_sum_T136_lowN_ts_LMAD.csv,res.fixed,LMAD,T136_lowN,lowN
0,0.224757398028629,0,0.224757398028629,0,0.05,8,res.fixed.pcut_sum_T136_lowN_ts_LMAN.csv,res.fixed,LMAN,T136_lowN,lowN
0,0.596077760429982,0,0.596077760429982,0,0.05,21,res.fixed.pcut_sum_T136_stdN_ts_GRoot.csv,res.fixed,GRoot,T136_stdN,stdN
0,1.12380600666078,0,1.12380600666078,0,0.05,30,res.fixed.pcut_sum_T136_stdN_ts_GShoot.csv,res.fixed,GShoot,T136_stdN,stdN
0,0.886478095948875,0,0.886478095948875,0,0.05,23,res.fixed.pcut_sum_T136_stdN_ts_Kern.csv,res.fixed,Kern,T136_stdN,stdN
0.425319724452893,0.27841343979519,0.118414727497672,0.119716080082934,4,0.05,2,res.fixed.pcut_sum_T136_stdN_ts_L3Base.csv,res.fixed,L3Base,T136_stdN,stdN
0.208296568283466,1.00859280887685,0.210086420884429,0.802337125610093,2,0.05,31,res.fixed.pcut_sum_T136_stdN_ts_L3Tip.csv,res.fixed,L3Tip,T136_stdN,stdN
0,0.619619741619013,0,0.619619741619013,0,0.05,13,res.fixed.pcut_sum_T136_stdN_ts_LMAD.csv,res.fixed,LMAD,T136_stdN,stdN
0,0.396380915469721,0,0.396380915469721,0,0.05,9,res.fixed.pcut_sum_T136_stdN_ts_LMAN.csv,res.fixed,LMAN,T136_stdN,stdN
0,2.21888461806406,0,2.21888461806406,0,0.05,11,res.fixed.pcut_sum_T137_lowN_ts_GRoot.csv,res.fixed,GRoot,T137_lowN,lowN
0,4.32830631681934,0,4.32830631681934,0,0.05,42,res.fixed.pcut_sum_T137_lowN_ts_GShoot.csv,res.fixed,GShoot,T137_lowN,lowN
0,6.56952598786027,0,6.56952598786027,0,0.05,59,res.fixed.pcut_sum_T137_lowN_ts_Kern.csv,res.fixed,Kern,T137_lowN,lowN
0,5.17761392348798,0,5.17761392348798,0,0.05,22,res.fixed.pcut_sum_T137_lowN_ts_L3Base.csv,res.fixed,L3Base,T137_lowN,lowN
0.0951085520754086,2.01691190979223,0.191825571403986,1.61785894655449,3,0.05,29,res.fixed.pcut_sum_T137_lowN_ts_L3Tip.csv,res.fixed,L3Tip,T137_lowN,lowN
NA,0,0,0,0,0.05,0,res.fixed.pcut_sum_T137_lowN_ts_LMAD.csv,res.fixed,LMAD,T137_lowN,lowN
0,5.70345020631856,0,5.70345020631856,0,0.05,57,res.fixed.pcut_sum_T137_lowN_ts_LMAN.csv,res.fixed,LMAN,T137_lowN,lowN
0,1.53224278280903,0,1.53224278280903,0,0.05,10,res.fixed.pcut_sum_T137_stdN_ts_GRoot.csv,res.fixed,GRoot,T137_stdN,stdN
0,1.57909338440497,0,1.57909338440497,0,0.05,13,res.fixed.pcut_sum_T137_stdN_ts_GShoot.csv,res.fixed,GShoot,T137_stdN,stdN
0,1.44350834622924,0,1.44350834622924,0,0.05,18,res.fixed.pcut_sum_T137_stdN_ts_Kern.csv,res.fixed,Kern,T137_stdN,stdN
0,2.07348437380016,0,2.07348437380016,0,0.05,19,res.fixed.pcut_sum_T137_stdN_ts_L3Base.csv,res.fixed,L3Base,T137_stdN,stdN
0.0213805613511332,1.96719950423094,0.0420598296901284,1.90297233197499,1,0.05,25,res.fixed.pcut_sum_T137_stdN_ts_L3Tip.csv,res.fixed,L3Tip,T137_stdN,stdN
0,1.25504543770616,0,1.25504543770616,0,0.05,15,res.fixed.pcut_sum_T137_stdN_ts_LMAD.csv,res.fixed,LMAD,T137_stdN,stdN
0,1.71760098955938,0,1.71760098955938,0,0.05,49,res.fixed.pcut_sum_T137_stdN_ts_LMAN.csv,res.fixed,LMAN,T137_stdN,stdN
0,0.053977896595949,0,0.053977896595949,0,0.05,22,res.fixed.pcut_sum_T138_lowN_ts_GRoot.csv,res.fixed,GRoot,T138_lowN,lowN
0,0.0620883618932919,0,0.0620883618932919,0,0.05,15,res.fixed.pcut_sum_T138_lowN_ts_GShoot.csv,res.fixed,GShoot,T138_lowN,lowN
0,0.0645385658316954,0,0.0645385658316954,0,0.05,34,res.fixed.pcut_sum_T138_lowN_ts_Kern.csv,res.fixed,Kern,T138_lowN,lowN
0.03196236708087,0.0521302914519343,0.00166620751141946,0.0495211440206938,1,0.05,23,res.fixed.pcut_sum_T138_lowN_ts_L3Base.csv,res.fixed,L3Base,T138_lowN,lowN
0,0.0629121483574721,0,0.0629121483574721,0,0.05,29,res.fixed.pcut_sum_T138_lowN_ts_L3Tip.csv,res.fixed,L3Tip,T138_lowN,lowN
0,0.0533684919380503,0,0.0533684919380503,0,0.05,42,res.fixed.pcut_sum_T138_lowN_ts_LMAD.csv,res.fixed,LMAD,T138_lowN,lowN
0.0213112646660682,0.0605046214575539,0.0012894300014022,0.0567053458385182,1,0.05,13,res.fixed.pcut_sum_T138_lowN_ts_LMAN.csv,res.fixed,LMAN,T138_lowN,lowN
0,1.3067314047527,0,1.3067314047527,0,0.05,21,res.fixed.pcut_sum_T138_stdN_ts_GRoot.csv,res.fixed,GRoot,T138_stdN,stdN
0,2.23337488159231,0,2.23337488159231,0,0.05,15,res.fixed.pcut_sum_T138_stdN_ts_GShoot.csv,res.fixed,GShoot,T138_stdN,stdN
0,1.80725058763793,0,1.80725058763793,0,0.05,37,res.fixed.pcut_sum_T138_stdN_ts_Kern.csv,res.fixed,Kern,T138_stdN,stdN
0.0868086274949524,3.02708101144712,0.262776747919757,2.4850322712531,2,0.05,34,res.fixed.pcut_sum_T138_stdN_ts_L3Base.csv,res.fixed,L3Base,T138_stdN,stdN
0,2.10253746864224,0,2.10253746864224,0,0.05,36,res.fixed.pcut_sum_T138_stdN_ts_L3Tip.csv,res.fixed,L3Tip,T138_stdN,stdN
0,2.11869195748061,0,2.11869195748061,0,0.05,29,res.fixed.pcut_sum_T138_stdN_ts_LMAD.csv,res.fixed,LMAD,T138_stdN,stdN
0,1.98971666700718,0,1.98971666700718,0,0.05,11,res.fixed.pcut_sum_T138_stdN_ts_LMAN.csv,res.fixed,LMAN,T138_stdN,stdN
0.0375051560052384,0.151957202536832,0.00569917858726349,0.138544447169432,1,0.05,14,res.fixed.pcut_sum_T139_lowN_ts_GRoot.csv,res.fixed,GRoot,T139_lowN,lowN
0,0.0938550668001879,0,0.0938550668001879,0,0.05,21,res.fixed.pcut_sum_T139_lowN_ts_GShoot.csv,res.fixed,GShoot,T139_lowN,lowN
0,0.203075658407861,0,0.203075658407861,0,0.05,20,res.fixed.pcut_sum_T139_lowN_ts_Kern.csv,res.fixed,Kern,T139_lowN,lowN
0,0.234503779201649,0,0.234503779201649,0,0.05,23,res.fixed.pcut_sum_T139_lowN_ts_L3Base.csv,res.fixed,L3Base,T139_lowN,lowN
1,0.0217716915255126,0.0217716915255126,0,8,0.05,0,res.fixed.pcut_sum_T139_lowN_ts_L3Tip.csv,res.fixed,L3Tip,T139_lowN,lowN
0,0.180666993892899,0,0.180666993892899,0,0.05,15,res.fixed.pcut_sum_T139_lowN_ts_LMAD.csv,res.fixed,LMAD,T139_lowN,lowN
0,0.128605079639773,0,0.128605079639773,0,0.05,33,res.fixed.pcut_sum_T139_lowN_ts_LMAN.csv,res.fixed,LMAN,T139_lowN,lowN
0,0.0202990616612002,0,0.0202990616612002,0,0.05,17,res.fixed.pcut_sum_T139_stdN_ts_GRoot.csv,res.fixed,GRoot,T139_stdN,stdN
0,0.0151187299333458,0,0.0151187299333458,0,0.05,12,res.fixed.pcut_sum_T139_stdN_ts_GShoot.csv,res.fixed,GShoot,T139_stdN,stdN
0,0.0173611303681071,0,0.0173611303681071,0,0.05,22,res.fixed.pcut_sum_T139_stdN_ts_Kern.csv,res.fixed,Kern,T139_stdN,stdN
0.117726393503209,0.00480030749787773,0.000565122889431559,0.00400003092139843,2,0.05,7,res.fixed.pcut_sum_T139_stdN_ts_L3Base.csv,res.fixed,L3Base,T139_stdN,stdN
0.0635278276338212,0.0188747719155309,0.00119907325687753,0.0180137808674183,1,0.05,20,res.fixed.pcut_sum_T139_stdN_ts_L3Tip.csv,res.fixed,L3Tip,T139_stdN,stdN
0,0.0242847060830653,0,0.0242847060830653,0,0.05,53,res.fixed.pcut_sum_T139_stdN_ts_LMAD.csv,res.fixed,LMAD,T139_stdN,stdN
0,0.0088921548997347,0,0.0088921548997347,0,0.05,18,res.fixed.pcut_sum_T139_stdN_ts_LMAN.csv,res.fixed,LMAN,T139_stdN,stdN
0,1.00420162307003,0,1.00420162307003,0,0.05,25,res.fixed.pcut_sum_T14_lowN_ts_GRoot.csv,res.fixed,GRoot,T14_lowN,lowN
0,1.5693576516663,0,1.5693576516663,0,0.05,46,res.fixed.pcut_sum_T14_lowN_ts_GShoot.csv,res.fixed,GShoot,T14_lowN,lowN
1,0.0171662245787046,0.0171662245787046,0,1,0.05,0,res.fixed.pcut_sum_T14_lowN_ts_Kern.csv,res.fixed,Kern,T14_lowN,lowN
0.0467243244508715,0.750015480298947,0.0350439666446642,0.723691392717658,1,0.05,20,res.fixed.pcut_sum_T14_lowN_ts_L3Base.csv,res.fixed,L3Base,T14_lowN,lowN
0,1.30861532346598,0,1.30861532346598,0,0.05,26,res.fixed.pcut_sum_T14_lowN_ts_L3Tip.csv,res.fixed,L3Tip,T14_lowN,lowN
0.107770813375486,0.490772037654083,0.052890901679925,0.393369118847104,1,0.05,5,res.fixed.pcut_sum_T14_lowN_ts_LMAD.csv,res.fixed,LMAD,T14_lowN,lowN
0.0402416121402385,0.899281460225319,0.0361885357272946,0.831047278049713,2,0.05,40,res.fixed.pcut_sum_T14_lowN_ts_LMAN.csv,res.fixed,LMAN,T14_lowN,lowN
0.068770889099763,0.0231432857353705,0.00159158433671129,0.0190779397688157,1,0.05,8,res.fixed.pcut_sum_T14_stdN_ts_GRoot.csv,res.fixed,GRoot,T14_stdN,stdN
0,0.0753470144279187,0,0.0753470144279187,0,0.05,33,res.fixed.pcut_sum_T14_stdN_ts_GShoot.csv,res.fixed,GShoot,T14_stdN,stdN
0,0.0253497312725031,0,0.0253497312725031,0,0.05,32,res.fixed.pcut_sum_T14_stdN_ts_Kern.csv,res.fixed,Kern,T14_stdN,stdN
0,0.0624890189288851,0,0.0624890189288851,0,0.05,18,res.fixed.pcut_sum_T14_stdN_ts_L3Base.csv,res.fixed,L3Base,T14_stdN,stdN
0.0622492446797586,0.0661875298924708,0.00412012374302525,0.0594972095570332,2,0.05,27,res.fixed.pcut_sum_T14_stdN_ts_L3Tip.csv,res.fixed,L3Tip,T14_stdN,stdN
0,0.0248406468891778,0,0.0248406468891778,0,0.05,6,res.fixed.pcut_sum_T14_stdN_ts_LMAD.csv,res.fixed,LMAD,T14_stdN,stdN
0,0.0689700824181909,0,0.0689700824181909,0,0.05,29,res.fixed.pcut_sum_T14_stdN_ts_LMAN.csv,res.fixed,LMAN,T14_stdN,stdN
0,5.34585112219436,0,5.34585112219436,0,0.05,9,res.fixed.pcut_sum_T140_lowN_ts_GRoot.csv,res.fixed,GRoot,T140_lowN,lowN
0,7.2167712974711,0,7.2167712974711,0,0.05,34,res.fixed.pcut_sum_T140_lowN_ts_GShoot.csv,res.fixed,GShoot,T140_lowN,lowN
0.0321856149831401,6.07483326076127,0.195522244417636,5.54253997368174,1,0.05,9,res.fixed.pcut_sum_T140_lowN_ts_Kern.csv,res.fixed,Kern,T140_lowN,lowN
0,9.44336962412195,0,9.44336962412195,0,0.05,77,res.fixed.pcut_sum_T140_lowN_ts_L3Base.csv,res.fixed,L3Base,T140_lowN,lowN
0.0739336009871511,2.8066136292474,0.207503052189877,2.38244274851779,3,0.05,29,res.fixed.pcut_sum_T140_lowN_ts_L3Tip.csv,res.fixed,L3Tip,T140_lowN,lowN
0.16119727712924,2.73306000001028,0.440561830232499,2.296566458197,2,0.05,28,res.fixed.pcut_sum_T140_lowN_ts_LMAD.csv,res.fixed,LMAD,T140_lowN,lowN
0,0.68872129077972,0,0.68872129077972,0,0.05,5,res.fixed.pcut_sum_T140_lowN_ts_LMAN.csv,res.fixed,LMAN,T140_lowN,lowN
0,0.868884719953357,0,0.868884719953357,0,0.05,54,res.fixed.pcut_sum_T140_stdN_ts_GRoot.csv,res.fixed,GRoot,T140_stdN,stdN
0.0105920928973407,1.12495556447699,0.0119156338443206,1.10380619608435,1,0.05,82,res.fixed.pcut_sum_T140_stdN_ts_GShoot.csv,res.fixed,GShoot,T140_stdN,stdN
0,0.37114399486993,0,0.37114399486993,0,0.05,30,res.fixed.pcut_sum_T140_stdN_ts_Kern.csv,res.fixed,Kern,T140_stdN,stdN
0.516904522138579,0.150806124937046,0.0779523679461545,0.0412513740979096,6,0.05,8,res.fixed.pcut_sum_T140_stdN_ts_L3Base.csv,res.fixed,L3Base,T140_stdN,stdN
0,0.838990472693186,0,0.838990472693186,0,0.05,21,res.fixed.pcut_sum_T140_stdN_ts_L3Tip.csv,res.fixed,L3Tip,T140_stdN,stdN
0,0.749881969713528,0,0.749881969713528,0,0.05,62,res.fixed.pcut_sum_T140_stdN_ts_LMAD.csv,res.fixed,LMAD,T140_stdN,stdN
0,0.279669294992906,0,0.279669294992906,0,0.05,10,res.fixed.pcut_sum_T140_stdN_ts_LMAN.csv,res.fixed,LMAN,T140_stdN,stdN
0.0951226518505577,3.41227856207021,0.324584985676926,3.01085959974577,1,0.05,37,res.fixed.pcut_sum_T141_lowN_ts_GRoot.csv,res.fixed,GRoot,T141_lowN,lowN
0,0.898724699035154,0,0.898724699035154,0,0.05,3,res.fixed.pcut_sum_T141_lowN_ts_GShoot.csv,res.fixed,GShoot,T141_lowN,lowN
NA,0,0,0,0,0.05,0,res.fixed.pcut_sum_T141_lowN_ts_Kern.csv,res.fixed,Kern,T141_lowN,lowN
0,3.05502298018559,0,3.05502298018559,0,0.05,25,res.fixed.pcut_sum_T141_lowN_ts_L3Base.csv,res.fixed,L3Base,T141_lowN,lowN
0.579714638123216,2.30897580733621,1.33854707458517,0.700674568053851,3,0.05,5,res.fixed.pcut_sum_T141_lowN_ts_L3Tip.csv,res.fixed,L3Tip,T141_lowN,lowN
0,0.983079774335739,0,0.983079774335739,0,0.05,13,res.fixed.pcut_sum_T141_lowN_ts_LMAD.csv,res.fixed,LMAD,T141_lowN,lowN
0,1.58637977883783,0,1.58637977883783,0,0.05,20,res.fixed.pcut_sum_T141_lowN_ts_LMAN.csv,res.fixed,LMAN,T141_lowN,lowN
0,2.60356955147164,0,2.60356955147164,0,0.05,29,res.fixed.pcut_sum_T142_lowN_ts_GRoot.csv,res.fixed,GRoot,T142_lowN,lowN
0,2.74382121559375,0,2.74382121559375,0,0.05,26,res.fixed.pcut_sum_T142_lowN_ts_GShoot.csv,res.fixed,GShoot,T142_lowN,lowN
0,1.48942018988609,0,1.48942018988609,0,0.05,7,res.fixed.pcut_sum_T142_lowN_ts_Kern.csv,res.fixed,Kern,T142_lowN,lowN
0.209221496764053,2.74623921384742,0.574572278793292,1.85337625618333,1,0.05,16,res.fixed.pcut_sum_T142_lowN_ts_L3Base.csv,res.fixed,L3Base,T142_lowN,lowN
0.0245630974296269,3.50451068972497,0.0860816375148832,3.18098572882819,1,0.05,71,res.fixed.pcut_sum_T142_lowN_ts_L3Tip.csv,res.fixed,L3Tip,T142_lowN,lowN
0,0.818126155996674,0,0.818126155996674,0,0.05,23,res.fixed.pcut_sum_T142_lowN_ts_LMAD.csv,res.fixed,LMAD,T142_lowN,lowN
0,0.853654153892892,0,0.853654153892892,0,0.05,14,res.fixed.pcut_sum_T142_lowN_ts_LMAN.csv,res.fixed,LMAN,T142_lowN,lowN
0,0.236579614541761,0,0.236579614541761,0,0.05,18,res.fixed.pcut_sum_T142_stdN_ts_GRoot.csv,res.fixed,GRoot,T142_stdN,stdN
0,0.843525499232964,0,0.843525499232964,0,0.05,27,res.fixed.pcut_sum_T142_stdN_ts_GShoot.csv,res.fixed,GShoot,T142_stdN,stdN
0,0.737502931907767,0,0.737502931907767,0,0.05,27,res.fixed.pcut_sum_T142_stdN_ts_Kern.csv,res.fixed,Kern,T142_stdN,stdN
0.79527423313501,0.272416890793976,0.216646133919203,0.0286451792569766,5,0.05,7,res.fixed.pcut_sum_T142_stdN_ts_L3Base.csv,res.fixed,L3Base,T142_stdN,stdN
0,0.872252956827645,0,0.872252956827645,0,0.05,23,res.fixed.pcut_sum_T142_stdN_ts_L3Tip.csv,res.fixed,L3Tip,T142_stdN,stdN
0,0.550550876863409,0,0.550550876863409,0,0.05,32,res.fixed.pcut_sum_T142_stdN_ts_LMAD.csv,res.fixed,LMAD,T142_stdN,stdN
0,0.574255206237096,0,0.574255206237096,0,0.05,19,res.fixed.pcut_sum_T142_stdN_ts_LMAN.csv,res.fixed,LMAN,T142_stdN,stdN
0,2.10071272653732,0,2.10071272653732,0,0.05,18,res.fixed.pcut_sum_T143_lowN_ts_GRoot.csv,res.fixed,GRoot,T143_lowN,lowN
0,2.30591216481682,0,2.30591216481682,0,0.05,65,res.fixed.pcut_sum_T143_lowN_ts_GShoot.csv,res.fixed,GShoot,T143_lowN,lowN
0,1.46281424850087,0,1.46281424850087,0,0.05,29,res.fixed.pcut_sum_T143_lowN_ts_Kern.csv,res.fixed,Kern,T143_lowN,lowN
0,2.55556712896578,0,2.55556712896578,0,0.05,33,res.fixed.pcut_sum_T143_lowN_ts_L3Base.csv,res.fixed,L3Base,T143_lowN,lowN
0.257673465568996,0.879311157782794,0.226575153339379,0.564173264877568,3,0.05,5,res.fixed.pcut_sum_T143_lowN_ts_L3Tip.csv,res.fixed,L3Tip,T143_lowN,lowN
0.0385008842247822,1.68104930174023,0.0647218845424514,1.59528772053371,1,0.05,28,res.fixed.pcut_sum_T143_lowN_ts_LMAD.csv,res.fixed,LMAD,T143_lowN,lowN
0,1.81123723030083,0,1.81123723030083,0,0.05,22,res.fixed.pcut_sum_T143_lowN_ts_LMAN.csv,res.fixed,LMAN,T143_lowN,lowN
0,0.724869071452655,0,0.724869071452655,0,0.05,33,res.fixed.pcut_sum_T143_stdN_ts_GRoot.csv,res.fixed,GRoot,T143_stdN,stdN
NA,0,0,0,0,0.05,0,res.fixed.pcut_sum_T143_stdN_ts_GShoot.csv,res.fixed,GShoot,T143_stdN,stdN
0,0.130789087156218,0,0.130789087156218,0,0.05,7,res.fixed.pcut_sum_T143_stdN_ts_Kern.csv,res.fixed,Kern,T143_stdN,stdN
0.0440576123942746,0.329464828905292,0.0145154337294553,0.302631650171638,1,0.05,15,res.fixed.pcut_sum_T143_stdN_ts_L3Base.csv,res.fixed,L3Base,T143_stdN,stdN
0.267420224770001,0.359105821824468,0.0960321595885151,0.232841176779295,4,0.05,19,res.fixed.pcut_sum_T143_stdN_ts_L3Tip.csv,res.fixed,L3Tip,T143_stdN,stdN
0,0.54637534611341,0,0.54637534611341,0,0.05,29,res.fixed.pcut_sum_T143_stdN_ts_LMAD.csv,res.fixed,LMAD,T143_stdN,stdN
0,0.621803060793524,0,0.621803060793524,0,0.05,16,res.fixed.pcut_sum_T143_stdN_ts_LMAN.csv,res.fixed,LMAN,T143_stdN,stdN
0,3.73532852316603e-17,0,3.73532852316603e-17,0,0.05,30,res.fixed.pcut_sum_T144_lowN_ts_GRoot.csv,res.fixed,GRoot,T144_lowN,lowN
0,1.0082932093908e-16,0,1.0082932093908e-16,0,0.05,23,res.fixed.pcut_sum_T144_lowN_ts_GShoot.csv,res.fixed,GShoot,T144_lowN,lowN
0,6.18428856522055e-18,0,6.18428856522055e-18,0,0.05,2,res.fixed.pcut_sum_T144_lowN_ts_Kern.csv,res.fixed,Kern,T144_lowN,lowN
0,1.23574417660868e-16,0,1.23574417660868e-16,0,0.05,69,res.fixed.pcut_sum_T144_lowN_ts_L3Base.csv,res.fixed,L3Base,T144_lowN,lowN
0.0196034555917579,7.46853322525924e-17,1.46409059416938e-18,7.00869649364169e-17,1,0.05,25,res.fixed.pcut_sum_T144_lowN_ts_L3Tip.csv,res.fixed,L3Tip,T144_lowN,lowN
0,2.40298866987539e-17,0,2.40298866987539e-17,0,0.05,15,res.fixed.pcut_sum_T144_lowN_ts_LMAD.csv,res.fixed,LMAD,T144_lowN,lowN
0.049308038847027,5.34986376669092e-17,2.63791290434298e-18,4.89992382899458e-17,1,0.05,15,res.fixed.pcut_sum_T144_lowN_ts_LMAN.csv,res.fixed,LMAN,T144_lowN,lowN
