GO_acc	term_type	Term	queryitem	querytotal	bgitem	bgtotal	pvalue	FDR	entries
GO:0005488	F	binding	45	93	15311	25864	0.99	1	// Zm00001d022341 // Zm00001d035266 // Zm00001d007043 // Zm00001d035263 // Zm00001d036181 // Zm00001d043989 // Zm00001d038671 // Zm00001d013799 // Zm00001d052992 // Zm00001d043049 // Zm00001d038576 // Zm00001d047597 // Zm00001d047596 // Zm00001d039758 // Zm00001d015376 // Zm00001d015377 // Zm00001d013812 // Zm00001d006248 // Zm00001d007042 // Zm00001d004388 // Zm00001d039762 // Zm00001d011590 // Zm00001d020748 // Zm00001d046722 // Zm00001d010529 // Zm00001d030772 // Zm00001d038667 // Zm00001d030774 // Zm00001d042475 // Zm00001d015300 // Zm00001d002936 // Zm00001d044481 // Zm00001d024990 // Zm00001d010534 // Zm00001d024350 // Zm00001d010532 // Zm00001d010530 // Zm00001d025278 // Zm00001d048345 // Zm00001d048347 // Zm00001d011589 // Zm00001d011588 // Zm00001d034505 // Zm00001d022366 // Zm00001d042470 
GO:0003676	F	nucleic acid binding	17	93	4480	25864	0.45	1	// Zm00001d035266 // Zm00001d007042 // Zm00001d047596 // Zm00001d024350 // Zm00001d036181 // Zm00001d025278 // Zm00001d030772 // Zm00001d038671 // Zm00001d048347 // Zm00001d030774 // Zm00001d011589 // Zm00001d015300 // Zm00001d039762 // Zm00001d013812 // Zm00001d011590 // Zm00001d020748 // Zm00001d039758 
GO:0003677	F	DNA binding	9	93	2665	25864	0.63	1	// Zm00001d035266 // Zm00001d007042 // Zm00001d024350 // Zm00001d036181 // Zm00001d030772 // Zm00001d048347 // Zm00001d011589 // Zm00001d011590 // Zm00001d047596 
GO:0017076	F	purine nucleotide binding	13	93	3780	25864	0.61	1	// Zm00001d015376 // Zm00001d010529 // Zm00001d010534 // Zm00001d010532 // Zm00001d036181 // Zm00001d010530 // Zm00001d048345 // Zm00001d006248 // Zm00001d052992 // Zm00001d038576 // Zm00001d004388 // Zm00001d024990 // Zm00001d042470 
GO:0005524	F	ATP binding	9	93	3105	25864	0.8	1	// Zm00001d015376 // Zm00001d010529 // Zm00001d010534 // Zm00001d010530 // Zm00001d036181 // Zm00001d048345 // Zm00001d006248 // Zm00001d038576 // Zm00001d042470 
GO:0016787	F	hydrolase activity	15	93	3710	25864	0.35	1	// Zm00001d010529 // Zm00001d035263 // Zm00001d036181 // Zm00001d036175 // Zm00001d038576 // Zm00001d013799 // Zm00001d042475 // Zm00001d042474 // Zm00001d043048 // Zm00001d011269 // Zm00001d044053 // Zm00001d020744 // Zm00001d028615 // Zm00001d022367 // Zm00001d010532 
GO:0016301	F	kinase activity	5	93	2034	25864	0.86	1	// Zm00001d015376 // Zm00001d047604 // Zm00001d048345 // Zm00001d042470 // Zm00001d006248 
GO:0043169	F	cation binding	7	93	4135	25864	0.99	1	// Zm00001d022341 // Zm00001d046722 // Zm00001d035263 // Zm00001d038667 // Zm00001d042475 // Zm00001d044481 // Zm00001d047597 
GO:0016788	F	hydrolase activity, acting on ester bonds	5	93	951	25864	0.26	1	// Zm00001d028615 // Zm00001d036175 // Zm00001d035263 // Zm00001d044053 // Zm00001d011269 
GO:0003824	F	catalytic activity	34	93	11519	25864	0.95	1	// Zm00001d022341 // Zm00001d035263 // Zm00001d046491 // Zm00001d036181 // Zm00001d047604 // Zm00001d038671 // Zm00001d013799 // Zm00001d043048 // Zm00001d044053 // Zm00001d046492 // Zm00001d015376 // Zm00001d010529 // Zm00001d036175 // Zm00001d006248 // Zm00001d052680 // Zm00001d004388 // Zm00001d020744 // Zm00001d038668 // Zm00001d039763 // Zm00001d038667 // Zm00001d042475 // Zm00001d042474 // Zm00001d042476 // Zm00001d039385 // Zm00001d011269 // Zm00001d024803 // Zm00001d009856 // Zm00001d010532 // Zm00001d010530 // Zm00001d048345 // Zm00001d038576 // Zm00001d028615 // Zm00001d022367 // Zm00001d042470 
GO:0022892	F	substrate-specific transporter activity	7	93	842	25864	0.033	1	// Zm00001d053143 // Zm00001d046661 // Zm00001d002936 // Zm00001d003761 // Zm00001d016049 // Zm00001d038576 // Zm00001d039386 
GO:0016773	F	phosphotransferase activity, alcohol group as acceptor	5	93	1884	25864	0.82	1	// Zm00001d015376 // Zm00001d047604 // Zm00001d048345 // Zm00001d042470 // Zm00001d006248 
GO:0016772	F	transferase activity, transferring phosphorus-containing groups	6	93	2533	25864	0.9	1	// Zm00001d015376 // Zm00001d047604 // Zm00001d048345 // Zm00001d006248 // Zm00001d039385 // Zm00001d042470 
GO:0032559	F	adenyl ribonucleotide binding	11	93	3266	25864	0.64	1	// Zm00001d015376 // Zm00001d010529 // Zm00001d010534 // Zm00001d036181 // Zm00001d010530 // Zm00001d048345 // Zm00001d006248 // Zm00001d052992 // Zm00001d038576 // Zm00001d042470 // Zm00001d024990 
GO:0032555	F	purine ribonucleotide binding	12	93	3607	25864	0.66	1	// Zm00001d015376 // Zm00001d010529 // Zm00001d010534 // Zm00001d010532 // Zm00001d036181 // Zm00001d010530 // Zm00001d048345 // Zm00001d006248 // Zm00001d052992 // Zm00001d038576 // Zm00001d042470 // Zm00001d024990 
GO:0032553	F	ribonucleotide binding	12	93	3607	25864	0.66	1	// Zm00001d015376 // Zm00001d010529 // Zm00001d010534 // Zm00001d010532 // Zm00001d036181 // Zm00001d010530 // Zm00001d048345 // Zm00001d006248 // Zm00001d052992 // Zm00001d038576 // Zm00001d042470 // Zm00001d024990 
GO:0043167	F	ion binding	7	93	4136	25864	0.99	1	// Zm00001d022341 // Zm00001d046722 // Zm00001d035263 // Zm00001d038667 // Zm00001d042475 // Zm00001d044481 // Zm00001d047597 
GO:0016491	F	oxidoreductase activity	5	93	2055	25864	0.87	1	// Zm00001d022341 // Zm00001d042476 // Zm00001d046492 // Zm00001d046491 // Zm00001d004388 
GO:0022891	F	substrate-specific transmembrane transporter activity	5	93	758	25864	0.14	1	// Zm00001d053143 // Zm00001d046661 // Zm00001d038576 // Zm00001d039386 // Zm00001d003761 
GO:0005215	F	transporter activity	7	93	1225	25864	0.15	1	// Zm00001d053143 // Zm00001d046661 // Zm00001d002936 // Zm00001d003761 // Zm00001d016049 // Zm00001d038576 // Zm00001d039386 
GO:0046872	F	metal ion binding	7	93	4124	25864	0.99	1	// Zm00001d022341 // Zm00001d046722 // Zm00001d035263 // Zm00001d038667 // Zm00001d042475 // Zm00001d044481 // Zm00001d047597 
GO:0030554	F	adenyl nucleotide binding	12	93	3432	25864	0.59	1	// Zm00001d015376 // Zm00001d010529 // Zm00001d010534 // Zm00001d036181 // Zm00001d010530 // Zm00001d048345 // Zm00001d006248 // Zm00001d052992 // Zm00001d038576 // Zm00001d004388 // Zm00001d024990 // Zm00001d042470 
GO:0005515	F	protein binding	12	93	5187	25864	0.97	1	// Zm00001d007043 // Zm00001d015377 // Zm00001d010529 // Zm00001d048345 // Zm00001d002936 // Zm00001d013799 // Zm00001d011588 // Zm00001d038576 // Zm00001d034505 // Zm00001d043989 // Zm00001d047596 // Zm00001d022366 
GO:0001883	F	purine nucleoside binding	12	93	3434	25864	0.59	1	// Zm00001d015376 // Zm00001d010529 // Zm00001d010534 // Zm00001d036181 // Zm00001d010530 // Zm00001d048345 // Zm00001d006248 // Zm00001d052992 // Zm00001d038576 // Zm00001d004388 // Zm00001d024990 // Zm00001d042470 
GO:0001882	F	nucleoside binding	12	93	3443	25864	0.59	1	// Zm00001d015376 // Zm00001d010529 // Zm00001d010534 // Zm00001d036181 // Zm00001d010530 // Zm00001d048345 // Zm00001d006248 // Zm00001d052992 // Zm00001d038576 // Zm00001d004388 // Zm00001d024990 // Zm00001d042470 
GO:0022857	F	transmembrane transporter activity	5	93	951	25864	0.26	1	// Zm00001d053143 // Zm00001d046661 // Zm00001d038576 // Zm00001d039386 // Zm00001d003761 
GO:0004672	F	protein kinase activity	5	93	1661	25864	0.72	1	// Zm00001d015376 // Zm00001d047604 // Zm00001d048345 // Zm00001d042470 // Zm00001d006248 
GO:0016021	C	integral to membrane	25	93	1723	25864	1.5e-09	1.7e-07	// Zm00001d007042 // Zm00001d007041 // Zm00001d024804 // Zm00001d013799 // Zm00001d038576 // Zm00001d027758 // Zm00001d003761 // Zm00001d046661 // Zm00001d053143 // Zm00001d036178 // Zm00001d039763 // Zm00001d030772 // Zm00001d036177 // Zm00001d036176 // Zm00001d030775 // Zm00001d030774 // Zm00001d044487 // Zm00001d042476 // Zm00001d039385 // Zm00001d039386 // Zm00001d009856 // Zm00001d048346 // Zm00001d016156 // Zm00001d034505 // Zm00001d022364 
GO:0031224	C	intrinsic to membrane	25	93	1790	25864	3.2e-09	1.8e-07	// Zm00001d007042 // Zm00001d007041 // Zm00001d024804 // Zm00001d013799 // Zm00001d038576 // Zm00001d027758 // Zm00001d003761 // Zm00001d046661 // Zm00001d053143 // Zm00001d036178 // Zm00001d039763 // Zm00001d030772 // Zm00001d036177 // Zm00001d036176 // Zm00001d030775 // Zm00001d030774 // Zm00001d044487 // Zm00001d042476 // Zm00001d039385 // Zm00001d039386 // Zm00001d009856 // Zm00001d048346 // Zm00001d016156 // Zm00001d034505 // Zm00001d022364 
GO:0044425	C	membrane part	28	93	2755	25864	2.6e-07	9.9e-06	// Zm00001d022341 // Zm00001d007042 // Zm00001d007041 // Zm00001d024804 // Zm00001d013799 // Zm00001d016049 // Zm00001d038576 // Zm00001d027758 // Zm00001d003761 // Zm00001d015376 // Zm00001d046661 // Zm00001d053143 // Zm00001d036178 // Zm00001d039763 // Zm00001d030772 // Zm00001d036177 // Zm00001d036176 // Zm00001d030775 // Zm00001d030774 // Zm00001d044487 // Zm00001d042476 // Zm00001d039385 // Zm00001d039386 // Zm00001d009856 // Zm00001d048346 // Zm00001d016156 // Zm00001d034505 // Zm00001d022364 
GO:0044464	C	cell part	64	93	12261	25864	2.5e-05	0.00058	// Zm00001d022341 // Zm00001d035266 // Zm00001d036184 // Zm00001d035265 // Zm00001d007042 // Zm00001d024804 // Zm00001d038671 // Zm00001d007041 // Zm00001d013799 // Zm00001d016049 // Zm00001d002936 // Zm00001d043048 // Zm00001d047595 // Zm00001d027758 // Zm00001d047597 // Zm00001d047596 // Zm00001d043047 // Zm00001d039758 // Zm00001d007043 // Zm00001d015376 // Zm00001d015377 // Zm00001d013812 // Zm00001d016156 // Zm00001d046500 // Zm00001d006248 // Zm00001d039763 // Zm00001d052680 // Zm00001d046661 // Zm00001d011590 // Zm00001d020748 // Zm00001d015300 // Zm00001d053143 // Zm00001d009856 // Zm00001d036178 // Zm00001d010529 // Zm00001d030773 // Zm00001d030772 // Zm00001d036177 // Zm00001d036176 // Zm00001d030775 // Zm00001d030774 // Zm00001d044487 // Zm00001d015301 // Zm00001d042476 // Zm00001d039385 // Zm00001d038667 // Zm00001d044480 // Zm00001d043989 // Zm00001d048346 // Zm00001d048349 // Zm00001d024350 // Zm00001d010530 // Zm00001d025278 // Zm00001d047262 // Zm00001d048347 // Zm00001d003761 // Zm00001d011589 // Zm00001d011588 // Zm00001d038668 // Zm00001d038576 // Zm00001d034505 // Zm00001d039386 // Zm00001d039762 // Zm00001d022364 
GO:0005623	C	cell	64	93	12261	25864	2.5e-05	0.00058	// Zm00001d022341 // Zm00001d035266 // Zm00001d036184 // Zm00001d035265 // Zm00001d007042 // Zm00001d024804 // Zm00001d038671 // Zm00001d007041 // Zm00001d013799 // Zm00001d016049 // Zm00001d002936 // Zm00001d043048 // Zm00001d047595 // Zm00001d027758 // Zm00001d047597 // Zm00001d047596 // Zm00001d043047 // Zm00001d039758 // Zm00001d007043 // Zm00001d015376 // Zm00001d015377 // Zm00001d013812 // Zm00001d016156 // Zm00001d046500 // Zm00001d006248 // Zm00001d039763 // Zm00001d052680 // Zm00001d046661 // Zm00001d011590 // Zm00001d020748 // Zm00001d015300 // Zm00001d053143 // Zm00001d009856 // Zm00001d036178 // Zm00001d010529 // Zm00001d030773 // Zm00001d030772 // Zm00001d036177 // Zm00001d036176 // Zm00001d030775 // Zm00001d030774 // Zm00001d044487 // Zm00001d015301 // Zm00001d042476 // Zm00001d039385 // Zm00001d038667 // Zm00001d044480 // Zm00001d043989 // Zm00001d048346 // Zm00001d048349 // Zm00001d024350 // Zm00001d010530 // Zm00001d025278 // Zm00001d047262 // Zm00001d048347 // Zm00001d003761 // Zm00001d011589 // Zm00001d011588 // Zm00001d038668 // Zm00001d038576 // Zm00001d034505 // Zm00001d039386 // Zm00001d039762 // Zm00001d022364 
GO:0005634	C	nucleus	22	93	2821	25864	0.00037	0.007	// Zm00001d035266 // Zm00001d007043 // Zm00001d035265 // Zm00001d047595 // Zm00001d039758 // Zm00001d013812 // Zm00001d047597 // Zm00001d015376 // Zm00001d047596 // Zm00001d046500 // Zm00001d006248 // Zm00001d011590 // Zm00001d039762 // Zm00001d036177 // Zm00001d002936 // Zm00001d030774 // Zm00001d038667 // Zm00001d024350 // Zm00001d025278 // Zm00001d048347 // Zm00001d011589 // Zm00001d011588 
GO:0016020	C	membrane	32	93	5709	25864	0.0044	0.072	// Zm00001d022341 // Zm00001d007042 // Zm00001d036184 // Zm00001d024804 // Zm00001d007041 // Zm00001d013799 // Zm00001d016049 // Zm00001d038576 // Zm00001d027758 // Zm00001d048346 // Zm00001d043047 // Zm00001d015376 // Zm00001d046661 // Zm00001d053143 // Zm00001d036178 // Zm00001d039763 // Zm00001d030772 // Zm00001d036177 // Zm00001d036176 // Zm00001d030775 // Zm00001d030774 // Zm00001d044487 // Zm00001d042476 // Zm00001d039385 // Zm00001d002936 // Zm00001d039386 // Zm00001d009856 // Zm00001d003761 // Zm00001d016156 // Zm00001d034505 // Zm00001d038667 // Zm00001d022364 
GO:0043234	C	protein complex	12	93	1572	25864	0.011	0.13	// Zm00001d022341 // Zm00001d007043 // Zm00001d030773 // Zm00001d039762 // Zm00001d038667 // Zm00001d016049 // Zm00001d052680 // Zm00001d006248 // Zm00001d043989 // Zm00001d039758 // Zm00001d047596 // Zm00001d034505 
GO:0044428	C	nuclear part	8	93	842	25864	0.011	0.13	// Zm00001d007043 // Zm00001d035265 // Zm00001d039762 // Zm00001d002936 // Zm00001d006248 // Zm00001d038667 // Zm00001d039758 // Zm00001d047596 
GO:0032991	C	macromolecular complex	17	93	2550	25864	0.0092	0.13	// Zm00001d022341 // Zm00001d007043 // Zm00001d030773 // Zm00001d039762 // Zm00001d038671 // Zm00001d047262 // Zm00001d006248 // Zm00001d048346 // Zm00001d016049 // Zm00001d015301 // Zm00001d052680 // Zm00001d038667 // Zm00001d043989 // Zm00001d039758 // Zm00001d047596 // Zm00001d015300 // Zm00001d034505 
GO:0030529	C	ribonucleoprotein complex	8	93	894	25864	0.016	0.16	// Zm00001d007043 // Zm00001d039762 // Zm00001d038671 // Zm00001d047262 // Zm00001d048346 // Zm00001d015301 // Zm00001d015300 // Zm00001d039758 
GO:0044424	C	intracellular part	42	93	8943	25864	0.022	0.22	// Zm00001d022341 // Zm00001d035266 // Zm00001d036184 // Zm00001d035265 // Zm00001d038671 // Zm00001d016049 // Zm00001d043048 // Zm00001d047595 // Zm00001d047597 // Zm00001d047596 // Zm00001d039758 // Zm00001d007043 // Zm00001d015376 // Zm00001d015377 // Zm00001d013812 // Zm00001d046500 // Zm00001d006248 // Zm00001d039763 // Zm00001d052680 // Zm00001d011590 // Zm00001d020748 // Zm00001d038668 // Zm00001d036178 // Zm00001d010529 // Zm00001d030773 // Zm00001d039762 // Zm00001d036177 // Zm00001d038667 // Zm00001d030774 // Zm00001d015301 // Zm00001d015300 // Zm00001d002936 // Zm00001d043989 // Zm00001d048349 // Zm00001d024350 // Zm00001d010530 // Zm00001d025278 // Zm00001d047262 // Zm00001d048347 // Zm00001d048346 // Zm00001d011589 // Zm00001d011588 
GO:0043229	C	intracellular organelle	36	93	7690	25864	0.04	0.31	// Zm00001d022341 // Zm00001d035266 // Zm00001d036184 // Zm00001d035265 // Zm00001d016049 // Zm00001d043048 // Zm00001d047595 // Zm00001d047597 // Zm00001d047596 // Zm00001d039758 // Zm00001d007043 // Zm00001d015376 // Zm00001d015377 // Zm00001d013812 // Zm00001d046500 // Zm00001d006248 // Zm00001d039763 // Zm00001d011590 // Zm00001d038668 // Zm00001d036178 // Zm00001d030773 // Zm00001d039762 // Zm00001d036177 // Zm00001d038667 // Zm00001d030774 // Zm00001d015301 // Zm00001d015300 // Zm00001d002936 // Zm00001d048349 // Zm00001d024350 // Zm00001d025278 // Zm00001d047262 // Zm00001d048347 // Zm00001d048346 // Zm00001d011589 // Zm00001d011588 
GO:0005622	C	intracellular	43	93	9452	25864	0.035	0.31	// Zm00001d022341 // Zm00001d035266 // Zm00001d036184 // Zm00001d035265 // Zm00001d038671 // Zm00001d016049 // Zm00001d043048 // Zm00001d047595 // Zm00001d047597 // Zm00001d047596 // Zm00001d039758 // Zm00001d007043 // Zm00001d015376 // Zm00001d015377 // Zm00001d013812 // Zm00001d046500 // Zm00001d006248 // Zm00001d039763 // Zm00001d052680 // Zm00001d011590 // Zm00001d020748 // Zm00001d038668 // Zm00001d036178 // Zm00001d010529 // Zm00001d030773 // Zm00001d039762 // Zm00001d036177 // Zm00001d038667 // Zm00001d030774 // Zm00001d015301 // Zm00001d015300 // Zm00001d002936 // Zm00001d044480 // Zm00001d043989 // Zm00001d048349 // Zm00001d024350 // Zm00001d010530 // Zm00001d025278 // Zm00001d047262 // Zm00001d048347 // Zm00001d048346 // Zm00001d011589 // Zm00001d011588 
GO:0043226	C	organelle	36	93	7692	25864	0.04	0.31	// Zm00001d022341 // Zm00001d035266 // Zm00001d036184 // Zm00001d035265 // Zm00001d016049 // Zm00001d043048 // Zm00001d047595 // Zm00001d047597 // Zm00001d047596 // Zm00001d039758 // Zm00001d007043 // Zm00001d015376 // Zm00001d015377 // Zm00001d013812 // Zm00001d046500 // Zm00001d006248 // Zm00001d039763 // Zm00001d011590 // Zm00001d038668 // Zm00001d036178 // Zm00001d030773 // Zm00001d039762 // Zm00001d036177 // Zm00001d038667 // Zm00001d030774 // Zm00001d015301 // Zm00001d015300 // Zm00001d002936 // Zm00001d048349 // Zm00001d024350 // Zm00001d025278 // Zm00001d047262 // Zm00001d048347 // Zm00001d048346 // Zm00001d011589 // Zm00001d011588 
GO:0044422	C	organelle part	18	93	3457	25864	0.067	0.45	// Zm00001d022341 // Zm00001d015376 // Zm00001d036184 // Zm00001d035265 // Zm00001d002936 // Zm00001d030773 // Zm00001d039762 // Zm00001d047262 // Zm00001d006248 // Zm00001d048346 // Zm00001d048349 // Zm00001d015300 // Zm00001d036178 // Zm00001d038667 // Zm00001d039758 // Zm00001d047596 // Zm00001d039763 // Zm00001d007043 
GO:0044446	C	intracellular organelle part	18	93	3454	25864	0.066	0.45	// Zm00001d022341 // Zm00001d015376 // Zm00001d036184 // Zm00001d035265 // Zm00001d002936 // Zm00001d030773 // Zm00001d039762 // Zm00001d047262 // Zm00001d006248 // Zm00001d048346 // Zm00001d048349 // Zm00001d015300 // Zm00001d036178 // Zm00001d038667 // Zm00001d039758 // Zm00001d047596 // Zm00001d039763 // Zm00001d007043 
GO:0031981	C	nuclear lumen	5	93	670	25864	0.095	0.6	// Zm00001d035265 // Zm00001d039762 // Zm00001d039758 // Zm00001d047596 // Zm00001d002936 
GO:0043231	C	intracellular membrane-bounded organelle	31	93	6999	25864	0.11	0.6	// Zm00001d022341 // Zm00001d035266 // Zm00001d036184 // Zm00001d035265 // Zm00001d016049 // Zm00001d043048 // Zm00001d047595 // Zm00001d047597 // Zm00001d013812 // Zm00001d039758 // Zm00001d007043 // Zm00001d015376 // Zm00001d015377 // Zm00001d047596 // Zm00001d046500 // Zm00001d006248 // Zm00001d011590 // Zm00001d038668 // Zm00001d036178 // Zm00001d039763 // Zm00001d039762 // Zm00001d036177 // Zm00001d038667 // Zm00001d030774 // Zm00001d002936 // Zm00001d048349 // Zm00001d024350 // Zm00001d025278 // Zm00001d048347 // Zm00001d011589 // Zm00001d011588 
GO:0043232	C	intracellular non-membrane-bounded organelle	9	93	1579	25864	0.12	0.6	// Zm00001d035265 // Zm00001d030773 // Zm00001d039762 // Zm00001d047262 // Zm00001d006248 // Zm00001d048346 // Zm00001d015301 // Zm00001d015300 // Zm00001d039758 
GO:0043227	C	membrane-bounded organelle	31	93	7016	25864	0.11	0.6	// Zm00001d022341 // Zm00001d035266 // Zm00001d036184 // Zm00001d035265 // Zm00001d016049 // Zm00001d043048 // Zm00001d047595 // Zm00001d047597 // Zm00001d013812 // Zm00001d039758 // Zm00001d007043 // Zm00001d015376 // Zm00001d015377 // Zm00001d047596 // Zm00001d046500 // Zm00001d006248 // Zm00001d011590 // Zm00001d038668 // Zm00001d036178 // Zm00001d039763 // Zm00001d039762 // Zm00001d036177 // Zm00001d038667 // Zm00001d030774 // Zm00001d002936 // Zm00001d048349 // Zm00001d024350 // Zm00001d025278 // Zm00001d048347 // Zm00001d011589 // Zm00001d011588 
GO:0043228	C	non-membrane-bounded organelle	9	93	1579	25864	0.12	0.6	// Zm00001d035265 // Zm00001d030773 // Zm00001d039762 // Zm00001d047262 // Zm00001d006248 // Zm00001d048346 // Zm00001d015301 // Zm00001d015300 // Zm00001d039758 
GO:0031974	C	membrane-enclosed lumen	5	93	818	25864	0.17	0.8	// Zm00001d035265 // Zm00001d039762 // Zm00001d039758 // Zm00001d047596 // Zm00001d002936 
GO:0043233	C	organelle lumen	5	93	810	25864	0.17	0.8	// Zm00001d035265 // Zm00001d039762 // Zm00001d039758 // Zm00001d047596 // Zm00001d002936 
GO:0070013	C	intracellular organelle lumen	5	93	810	25864	0.17	0.8	// Zm00001d035265 // Zm00001d039762 // Zm00001d039758 // Zm00001d047596 // Zm00001d002936 
GO:0005829	C	cytosol	6	93	1316	25864	0.34	1	// Zm00001d015376 // Zm00001d047262 // Zm00001d048346 // Zm00001d016049 // Zm00001d015300 // Zm00001d020748 
GO:0044444	C	cytoplasmic part	17	93	6103	25864	0.91	1	// Zm00001d022341 // Zm00001d015376 // Zm00001d036184 // Zm00001d036178 // Zm00001d015377 // Zm00001d039763 // Zm00001d038671 // Zm00001d047262 // Zm00001d048346 // Zm00001d016049 // Zm00001d048349 // Zm00001d038668 // Zm00001d043048 // Zm00001d015300 // Zm00001d020748 // Zm00001d015301 // Zm00001d052680 
GO:0005886	C	plasma membrane	6	93	2404	25864	0.87	1	// Zm00001d015376 // Zm00001d053143 // Zm00001d038667 // Zm00001d003761 // Zm00001d038576 // Zm00001d039385 
GO:0005737	C	cytoplasm	21	93	6663	25864	0.79	1	// Zm00001d022341 // Zm00001d015376 // Zm00001d036184 // Zm00001d038671 // Zm00001d015377 // Zm00001d039763 // Zm00001d015301 // Zm00001d010530 // Zm00001d047262 // Zm00001d002936 // Zm00001d030774 // Zm00001d016049 // Zm00001d048349 // Zm00001d038668 // Zm00001d043048 // Zm00001d036178 // Zm00001d015300 // Zm00001d010529 // Zm00001d020748 // Zm00001d048346 // Zm00001d052680 
