Mean,SD,par,file,trait
609.377319,569.512207,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001057.parRes,asv_001057
5e-06,7e-06,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001057.parRes,asv_001057
0.284844,0.753813,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001057.parRes,asv_001057
0.006484,0.000886,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001057.parRes,asv_001057
0.000446,0.000608,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001057.parRes,asv_001057
0.064475,0.08675,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001057.parRes,asv_001057
0.000511,0.000545,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001140.parRes,asv_001140
425.310211,455.120514,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001140.parRes,asv_001140
0,0,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001140.parRes,asv_001140
0.331342,0.833083,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001140.parRes,asv_001140
3e-06,0,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001140.parRes,asv_001140
0,0,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001140.parRes,asv_001140
0.082071,0.114035,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001140.parRes,asv_001140
4.6e-05,9e-06,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001141.parRes,asv_001141
37.229176,4.360259,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001141.parRes,asv_001141
1e-06,1e-06,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001141.parRes,asv_001141
-1.916717,0.232874,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001141.parRes,asv_001141
1.7e-05,4e-06,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001141.parRes,asv_001141
0.000463,1.3e-05,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001141.parRes,asv_001141
0.96442,0.008904,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001141.parRes,asv_001141
0.000859,0.000801,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001167.parRes,asv_001167
715.954773,668.258057,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001167.parRes,asv_001167
1e-06,2e-06,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001167.parRes,asv_001167
-0.290691,0.862078,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001167.parRes,asv_001167
0.000614,0.000212,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001167.parRes,asv_001167
0.000237,0.000206,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001167.parRes,asv_001167
0.278128,0.238349,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001167.parRes,asv_001167
0.000891,0.000818,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001169.parRes,asv_001169
742.612793,682.261719,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001169.parRes,asv_001169
3.1e-05,4.9e-05,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001169.parRes,asv_001169
-0.172611,0.829579,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001169.parRes,asv_001169
0.024098,0.006529,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001169.parRes,asv_001169
0.006357,0.00617,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001169.parRes,asv_001169
0.20833,0.199509,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001169.parRes,asv_001169
0.001029,0.000803,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001204.parRes,asv_001204
857.73822,670.529724,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001204.parRes,asv_001204
0,0,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001204.parRes,asv_001204
-0.304552,0.6634,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001204.parRes,asv_001204
0.000162,5.8e-05,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001204.parRes,asv_001204
7.3e-05,5.7e-05,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001204.parRes,asv_001204
0.310995,0.23681,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001204.parRes,asv_001204
0.000708,0.000714,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001207.parRes,asv_001207
590.032898,596.31842,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001207.parRes,asv_001207
1e-06,1e-06,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001207.parRes,asv_001207
0.303209,0.820361,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001207.parRes,asv_001207
0.000759,0.000113,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001207.parRes,asv_001207
5.1e-05,8.4e-05,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001207.parRes,asv_001207
0.062836,0.102765,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001207.parRes,asv_001207
0.000553,0.000595,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001232.parRes,asv_001232
460.744354,496.352661,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001232.parRes,asv_001232
4e-06,5e-06,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001232.parRes,asv_001232
0.186025,0.879388,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001232.parRes,asv_001232
0.00582,0.000862,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001232.parRes,asv_001232
0.000391,0.000645,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001232.parRes,asv_001232
0.062924,0.102713,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001232.parRes,asv_001232
0.000949,0.000755,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001244.parRes,asv_001244
791.404236,629.800476,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001244.parRes,asv_001244
1.6e-05,2e-05,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001244.parRes,asv_001244
-0.293961,0.672936,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001244.parRes,asv_001244
0.009216,0.002969,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001244.parRes,asv_001244
0.003657,0.002878,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001244.parRes,asv_001244
0.283522,0.219954,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001244.parRes,asv_001244
0.001007,0.00087,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001255.parRes,asv_001255
840.176025,725.679016,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001255.parRes,asv_001255
9e-06,2.9e-05,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001255.parRes,asv_001255
-0.088034,0.669919,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001255.parRes,asv_001255
0.001371,0.000385,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001255.parRes,asv_001255
0.000499,0.000367,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001255.parRes,asv_001255
0.266472,0.192586,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001255.parRes,asv_001255
0.000987,0.00082,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001276.parRes,asv_001276
823.031616,683.925171,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001276.parRes,asv_001276
5.8e-05,8.2e-05,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001276.parRes,asv_001276
-0.086739,0.708552,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001276.parRes,asv_001276
0.018247,0.006242,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001276.parRes,asv_001276
0.00827,0.006117,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001276.parRes,asv_001276
0.311043,0.226622,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001276.parRes,asv_001276
0.000568,0.000599,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001292.parRes,asv_001292
472.715851,499.70285,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001292.parRes,asv_001292
1.1e-05,1.3e-05,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001292.parRes,asv_001292
0.41971,0.736058,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001292.parRes,asv_001292
0.008422,0.001098,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001292.parRes,asv_001292
0.000506,0.000717,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001292.parRes,asv_001292
0.056629,0.079332,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001292.parRes,asv_001292
0.000606,0.000589,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001303.parRes,asv_001303
504.696747,491.283936,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001303.parRes,asv_001303
1e-06,1e-06,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001303.parRes,asv_001303
0.200708,0.804309,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001303.parRes,asv_001303
0.000837,0.000124,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001303.parRes,asv_001303
6.2e-05,9.4e-05,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001303.parRes,asv_001303
0.068649,0.103115,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001303.parRes,asv_001303
0.000648,0.000654,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001319.parRes,asv_001319
539.911621,545.599365,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001319.parRes,asv_001319
7e-06,9e-06,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001319.parRes,asv_001319
0.271128,0.90174,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001319.parRes,asv_001319
0.018658,0.002323,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001319.parRes,asv_001319
0.000733,0.001399,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001319.parRes,asv_001319
0.037799,0.071493,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001319.parRes,asv_001319
0.00101,0.000879,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001323.parRes,asv_001323
842.510071,733.544495,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001323.parRes,asv_001323
2.2e-05,5.1e-05,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001323.parRes,asv_001323
-0.196091,0.840862,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001323.parRes,asv_001323
0.014424,0.005442,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001323.parRes,asv_001323
0.005432,0.005297,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001323.parRes,asv_001323
0.273117,0.263786,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001323.parRes,asv_001323
0.000577,0.000621,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001347.parRes,asv_001347
480.750488,517.576538,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001347.parRes,asv_001347
3e-06,5e-06,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001347.parRes,asv_001347
0.27664,0.805282,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001347.parRes,asv_001347
0.004048,0.000526,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001347.parRes,asv_001347
0.000224,0.000341,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001347.parRes,asv_001347
0.052328,0.079205,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001347.parRes,asv_001347
4.8e-05,9e-06,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001416.parRes,asv_001416
38.849876,3.970332,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001416.parRes,asv_001416
0,0,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001416.parRes,asv_001416
-2.150487,0.270842,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001416.parRes,asv_001416
3e-06,3e-06,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001416.parRes,asv_001416
0.000119,4e-06,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001416.parRes,asv_001416
0.975562,0.021119,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001416.parRes,asv_001416
0.000789,0.000739,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001446.parRes,asv_001446
657.850647,616.562012,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001446.parRes,asv_001446
0,0,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001446.parRes,asv_001446
0.25995,0.8441,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001446.parRes,asv_001446
9.7e-05,1.5e-05,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001446.parRes,asv_001446
8e-06,1.2e-05,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001446.parRes,asv_001446
0.078918,0.110809,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001446.parRes,asv_001446
0.000115,0.000296,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001448.parRes,asv_001448
95.246452,247.040222,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001448.parRes,asv_001448
0.000135,0.000295,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001448.parRes,asv_001448
-1.390046,0.925687,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001448.parRes,asv_001448
0.018124,0.014154,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001448.parRes,asv_001448
0.027886,0.014158,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001448.parRes,asv_001448
0.605781,0.304155,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001448.parRes,asv_001448
0.000617,0.000612,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001499.parRes,asv_001499
514.534424,510.222687,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001499.parRes,asv_001499
1e-06,2e-06,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001499.parRes,asv_001499
0.202638,0.816519,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001499.parRes,asv_001499
0.001389,0.000201,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001499.parRes,asv_001499
9.6e-05,0.000146,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001499.parRes,asv_001499
0.064934,0.097217,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001499.parRes,asv_001499
4.5e-05,1e-05,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001529.parRes,asv_001529
36.419125,5.247676,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001529.parRes,asv_001529
3e-06,5e-06,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001529.parRes,asv_001529
-2.065877,0.302216,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001529.parRes,asv_001529
0.000109,3.8e-05,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001529.parRes,asv_001529
0.002432,8e-05,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001529.parRes,asv_001529
0.956982,0.014859,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001529.parRes,asv_001529
6e-04,0.000637,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001572.parRes,asv_001572
499.999115,531.253174,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001572.parRes,asv_001572
0,0,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001572.parRes,asv_001572
0.154239,0.842488,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001572.parRes,asv_001572
0.000367,5.2e-05,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001572.parRes,asv_001572
2.3e-05,3.7e-05,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001572.parRes,asv_001572
0.058357,0.094466,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001572.parRes,asv_001572
0.000788,0.00082,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001582.parRes,asv_001582
657.139282,684.328369,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001582.parRes,asv_001582
2e-06,2e-06,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001582.parRes,asv_001582
0.374219,0.799143,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001582.parRes,asv_001582
0.000604,0.000112,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001582.parRes,asv_001582
8.7e-05,9.5e-05,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001582.parRes,asv_001582
0.126144,0.13593,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001582.parRes,asv_001582
4.5e-05,1.1e-05,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001649.parRes,asv_001649
36.832901,6.380688,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001649.parRes,asv_001649
1e-05,1.4e-05,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001649.parRes,asv_001649
-2.109611,0.235989,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001649.parRes,asv_001649
0.000757,0.000243,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001649.parRes,asv_001649
0.012637,0.000496,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001649.parRes,asv_001649
0.943464,0.018264,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001649.parRes,asv_001649
0.000727,0.000721,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001657.parRes,asv_001657
605.799438,601.421021,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001657.parRes,asv_001657
0,0,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001657.parRes,asv_001657
-0.0458,0.882228,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001657.parRes,asv_001657
0.000292,7.2e-05,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001657.parRes,asv_001657
5.7e-05,6.7e-05,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001657.parRes,asv_001657
0.162809,0.18906,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001657.parRes,asv_001657
4.2e-05,2.7e-05,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001659.parRes,asv_001659
33.794998,22.201544,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001659.parRes,asv_001659
9e-06,1.7e-05,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001659.parRes,asv_001659
-1.912964,0.290699,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001659.parRes,asv_001659
0.000937,0.000389,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001659.parRes,asv_001659
0.004772,0.000476,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001659.parRes,asv_001659
0.835648,0.067523,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001659.parRes,asv_001659
0.000737,0.000718,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001660.parRes,asv_001660
614.623718,599.106201,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001660.parRes,asv_001660
6e-06,1.3e-05,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001660.parRes,asv_001660
-0.076017,0.800873,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001660.parRes,asv_001660
0.004648,0.001268,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001660.parRes,asv_001660
0.000917,0.00118,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001660.parRes,asv_001660
0.164799,0.21028,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001660.parRes,asv_001660
0.000499,0.00053,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001667.parRes,asv_001667
415.942047,442.348938,NnzSnp,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001667.parRes,asv_001667
3e-06,3e-06,SigmaSq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001667.parRes,asv_001667
0.432512,0.781942,S,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001667.parRes,asv_001667
0.002475,0.000293,ResVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001667.parRes,asv_001667
0.000106,0.000162,GenVar,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001667.parRes,asv_001667
0.041028,0.061889,hsq,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001667.parRes,asv_001667
0.000672,0.000659,Pi,/common/jyanglab/shared/Gen_Xu/282_GCTB/microbe_from_Mike/HN/asv_001749.parRes,asv_001749
