ASV,stdN,lowN,total_counts,ratioN,Kingdom,Phylum,Class,Order,Family,Genus,Species,taxa,man_taxa
asv_004572,3100,4538,7638,0.683120317,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,gleum,Chryseobacterium,Chryseobacterium gleum
asv_004478,3281,4507,7788,0.7279787,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,gleum,Chryseobacterium,Chryseobacterium gleum
asv_003256,4416,6304,10720,0.700507614,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,gleum,Chryseobacterium,Chryseobacterium gleum
asv_006232,2530,2960,5490,0.85472973,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,gleum,Chryseobacterium,Chryseobacterium gleum
asv_004053,3412,5197,8609,0.656532615,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,gleum,Chryseobacterium,Chryseobacterium gleum
asv_005932,2351,3395,5746,0.692488954,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,gleum,Chryseobacterium,Chryseobacterium gleum
asv_004477,4419,3369,7788,1.311665183,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,gleum,Chryseobacterium,Chryseobacterium gleum
asv_003749,4060,5233,9293,0.775845595,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,gleum,Chryseobacterium,Chryseobacterium gleum
asv_002984,4931,6708,11639,0.735092427,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,gleum,Chryseobacterium,Chryseobacterium gleum
asv_004964,3355,3683,7038,0.910942167,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,gleum,Chryseobacterium,Chryseobacterium gleum
asv_003623,4678,4926,9604,0.949654892,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,gleum,Chryseobacterium,Chryseobacterium gleum
asv_003516,4441,5481,9922,0.810253603,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,gleum,Chryseobacterium,Chryseobacterium gleum
asv_005123,3104,3687,6791,0.841876865,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,gleum,Chryseobacterium,Chryseobacterium gleum
asv_003004,5315,6250,11565,0.8504,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,gleum,Chryseobacterium,Chryseobacterium gleum
asv_002014,7607,9253,16860,0.822111748,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,gleum,Chryseobacterium,Chryseobacterium gleum
asv_001649,9091,11002,20093,0.826304308,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,gleum,Chryseobacterium,Chryseobacterium gleum
asv_002535,8146,5398,13544,1.509077436,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,gleum,Chryseobacterium,Chryseobacterium gleum
asv_002045,8150,8456,16606,0.963812677,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,gleum,Chryseobacterium,Chryseobacterium gleum
asv_002043,7270,9359,16629,0.776792392,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,gleum,Chryseobacterium,Chryseobacterium gleum
asv_002793,6205,6194,12399,1.001775912,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,gleum,Chryseobacterium,Chryseobacterium gleum
asv_003722,4534,4816,9350,0.941445183,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,indologenes,Chryseobacterium,Chryseobacterium gleum
asv_004420,5034,2848,7882,1.76755618,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,gleum,Chryseobacterium,Chryseobacterium gleum
asv_005146,2991,3756,6747,0.796325879,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,joostei,Chryseobacterium,Chryseobacterium gleum
asv_001809,4164,14301,18465,0.29116845,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,Chryseobacterium,Chryseobacterium gleum
asv_002640,5816,7199,13015,0.807889985,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,gleum,Chryseobacterium,Chryseobacterium gleum
asv_004251,4945,3244,8189,1.524352651,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,gleum,Chryseobacterium,Chryseobacterium gleum
asv_002611,5638,7527,13165,0.749036801,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,gleum,Chryseobacterium,Chryseobacterium gleum
asv_001856,7660,10327,17987,0.74174494,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,gleum,Chryseobacterium,Chryseobacterium gleum
asv_008008,3132,910,4042,3.441758242,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,taiwanense,Chryseobacterium,Chryseobacterium taiwanense
asv_006704,3031,1987,5018,1.525415199,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,taiwanense,Chryseobacterium,Chryseobacterium taiwanense
asv_008840,2003,1585,3588,1.263722397,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,taiwanense,Chryseobacterium,Chryseobacterium taiwanense
asv_005707,3160,2860,6020,1.104895105,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,taiwanense,Chryseobacterium,Chryseobacterium taiwanense
asv_004739,3364,4000,7364,0.841,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,taiwanense,Chryseobacterium,Chryseobacterium taiwanense
asv_009248,2148,1239,3387,1.733656174,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,Chryseobacterium,Chryseobacterium taiwanense
asv_003731,4484,4854,9338,0.923774207,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,taiwanense,Chryseobacterium,Chryseobacterium taiwanense
asv_005819,4648,1237,5885,3.757477769,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,taiwanense,Chryseobacterium,Chryseobacterium taiwanense
asv_004355,4470,3533,8003,1.265213699,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,taiwanense,Chryseobacterium,Chryseobacterium taiwanense
asv_002905,6857,5081,11938,1.349537493,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,taiwanense,Chryseobacterium,Chryseobacterium taiwanense
asv_006682,3140,1892,5032,1.65961945,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,taiwanense,Chryseobacterium,Chryseobacterium taiwanense
asv_004992,3913,3081,6994,1.270042194,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,taiwanense,Chryseobacterium,Chryseobacterium taiwanense
asv_004085,4547,3997,8544,1.137603202,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,taiwanense,Chryseobacterium,Chryseobacterium taiwanense
asv_007270,2885,1681,4566,1.716240333,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,taiwanense,Chryseobacterium,Chryseobacterium taiwanense
asv_003962,5647,3172,8819,1.780264817,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,Chryseobacterium,Chryseobacterium taiwanense
asv_003801,5922,3249,9171,1.822714681,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,taiwanense,Chryseobacterium,Chryseobacterium taiwanense
asv_002586,8216,5068,13284,1.621152328,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,taiwanense,Chryseobacterium,Chryseobacterium taiwanense
asv_001981,9227,7736,16963,1.192735264,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,taiwanense,Chryseobacterium,Chryseobacterium taiwanense
asv_001319,14123,10114,24237,1.396381254,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,taiwanense,Chryseobacterium,Chryseobacterium taiwanense
asv_002784,10353,2074,12427,4.991803279,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,Chryseobacterium,Chryseobacterium taiwanense
asv_002159,8758,7007,15765,1.249892964,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,Chryseobacterium,Chryseobacterium taiwanense
asv_003375,6567,3767,10334,1.743297053,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,Chryseobacterium,Chryseobacterium taiwanense
asv_002934,6014,5817,11831,1.033866254,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,taiwanense,Chryseobacterium,Chryseobacterium taiwanense
asv_001722,9392,9905,19297,0.948207976,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,Chryseobacterium,Chryseobacterium taiwanense
asv_005211,4442,2201,6643,2.018173557,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,Chryseobacterium,Chryseobacterium taiwanense
asv_004818,4024,3217,7241,1.250854834,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,taiwanense,Chryseobacterium,Chryseobacterium taiwanense
asv_004052,6885,1728,8613,3.984375,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,Chryseobacterium,Chryseobacterium taiwanense
asv_002299,6961,7890,14851,0.88225602,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,taiwanense,Chryseobacterium,Chryseobacterium taiwanense
asv_002254,10628,4490,15118,2.367037862,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,Chryseobacterium,Chryseobacterium sp 2
asv_001304,16729,7680,24409,2.178255208,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,Chryseobacterium,Chryseobacterium sp 2
asv_001710,13956,5513,19469,2.531471068,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,Chryseobacterium,Chryseobacterium sp 2
asv_000799,27163,9582,36745,2.834794406,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,Chryseobacterium,Chryseobacterium sp 2
asv_001058,21113,7748,28861,2.72496128,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,Chryseobacterium,Chryseobacterium sp 2
asv_000580,31826,13480,45306,2.360979228,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,Chryseobacterium,Chryseobacterium sp 2
asv_001992,14300,2678,16978,5.339805825,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,Chryseobacterium,Chryseobacterium sp 2
asv_001398,17023,6096,23119,2.792486877,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,Chryseobacterium,Chryseobacterium sp 2
asv_001425,17948,4811,22759,3.730617335,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,Chryseobacterium,Chryseobacterium sp 2
asv_001223,18255,7173,25428,2.544960268,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,Chryseobacterium,Chryseobacterium sp 2
asv_000821,25316,10589,35905,2.390782888,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,Chryseobacterium,Chryseobacterium sp 2
asv_001530,15287,6062,21349,2.521774992,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,Chryseobacterium,Chryseobacterium sp 2
asv_001712,16271,3191,19462,5.099028518,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,Chryseobacterium,Chryseobacterium sp 2
asv_001714,13129,6331,19460,2.073764018,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,Chryseobacterium,Chryseobacterium sp 2
asv_001148,19457,7492,26949,2.597036839,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,Chryseobacterium,Chryseobacterium sp 2
asv_001648,14931,5179,20110,2.882988994,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,Chryseobacterium,Chryseobacterium sp 2
asv_002290,10692,4226,14918,2.530052059,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,Chryseobacterium,Chryseobacterium sp 2
asv_001475,15178,6860,22038,2.212536443,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,Chryseobacterium,Chryseobacterium sp 2
asv_001899,12988,4692,17680,2.768115942,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,Chryseobacterium,Chryseobacterium sp 2
asv_000925,24778,7986,32764,3.102679689,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,Chryseobacterium,Chryseobacterium sp 2
asv_000667,29839,11485,41324,2.598084458,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,Chryseobacterium,Chryseobacterium sp 2
asv_001113,20666,7135,27801,2.896426069,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,Chryseobacterium,Chryseobacterium sp 2
asv_000685,30305,10257,40562,2.954567612,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,Chryseobacterium,Chryseobacterium sp 2
asv_000483,38606,12948,51554,2.981618783,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,Chryseobacterium,Chryseobacterium sp 2
asv_001607,17499,3031,20530,5.773342131,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,Chryseobacterium,Chryseobacterium sp 2
asv_000753,29479,8791,38270,3.353315891,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,Chryseobacterium,Chryseobacterium sp 2
asv_000761,32810,5218,38028,6.287849751,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,Chryseobacterium,Chryseobacterium sp 2
asv_010249,1126,1837,2963,0.612955906,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,NA,Duganella,Duganella radicis
asv_007002,1528,3240,4768,0.471604938,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,NA,Duganella,Duganella radicis
asv_004262,2666,5513,8179,0.483584255,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,NA,Duganella,Duganella radicis
asv_005428,2360,3998,6358,0.590295148,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,NA,Duganella,Duganella radicis
asv_006518,2864,2341,5205,1.2234088,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,NA,Duganella,Duganella radicis
asv_002861,5170,6955,12125,0.743350108,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,NA,Duganella,Duganella radicis
asv_002362,5195,9280,14475,0.559806034,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,NA,Duganella,Duganella radicis
asv_006003,2429,3262,5691,0.744635193,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,NA,Duganella,Duganella radicis
asv_003936,3148,5733,8881,0.549101692,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,NA,Duganella,Duganella radicis
asv_004078,4283,4271,8554,1.002809646,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,NA,Duganella,Duganella radicis
asv_007083,2179,2529,4708,0.861605378,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,NA,Duganella,Duganella radicis
asv_005861,2630,3193,5823,0.823676793,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,radicis,Duganella,Duganella radicis
asv_003024,5668,5814,11482,0.974888201,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,NA,Duganella,Duganella radicis
asv_009209,1361,2041,3402,0.666829985,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,radicis,Duganella,Duganella radicis
asv_004429,2473,5397,7870,0.458217528,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,NA,Duganella,Duganella radicis
asv_005110,2585,4225,6810,0.61183432,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,radicis,Duganella,Duganella radicis
asv_002664,5409,7520,12929,0.719281915,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,NA,Duganella,Duganella radicis
asv_005959,2368,3357,5725,0.705391719,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,NA,Duganella,Duganella radicis
asv_002138,6430,9473,15903,0.678771245,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,NA,Duganella,Duganella radicis
asv_008044,1986,2036,4022,0.975442043,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,NA,Duganella,Duganella radicis
asv_005273,2444,4101,6545,0.595952207,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,NA,Duganella,Duganella radicis
asv_004831,3737,3486,7223,1.072002295,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,NA,Duganella,Duganella radicis
asv_002736,4959,7664,12623,0.647051148,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,NA,Duganella,Duganella radicis
asv_006081,2815,2797,5612,1.006435467,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,NA,Duganella,Duganella zoogloeoides
asv_002126,5391,10604,15995,0.508393059,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,NA,Duganella,Duganella zoogloeoides
asv_001461,7455,14876,22331,0.50114278,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,NA,Duganella,Duganella zoogloeoides
asv_003912,2470,6465,8935,0.382057231,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,NA,Duganella,Duganella zoogloeoides
asv_003009,3265,8273,11538,0.394657319,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,zoogloeoides,Duganella,Duganella zoogloeoides
asv_003092,4280,6949,11229,0.615915959,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,NA,Duganella,Duganella zoogloeoides
asv_005910,1793,3977,5770,0.450842343,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,NA,Duganella,Duganella zoogloeoides
asv_005275,2172,4371,6543,0.496911462,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,NA,Duganella,Duganella zoogloeoides
asv_007388,1441,3043,4484,0.473545843,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,zoogloeoides,Duganella,Duganella zoogloeoides
asv_003699,3765,5632,9397,0.66850142,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,NA,Duganella,Duganella zoogloeoides
asv_001477,8037,13988,22025,0.574563912,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,NA,Duganella,Duganella zoogloeoides
asv_004613,3066,4516,7582,0.678919398,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,NA,Duganella,Duganella zoogloeoides
asv_002109,5951,10197,16148,0.58360302,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,NA,Duganella,Duganella zoogloeoides
asv_004451,3618,4222,7840,0.856939839,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,NA,Duganella,Duganella zoogloeoides
asv_002382,4626,9700,14326,0.476907216,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,NA,Duganella,Duganella zoogloeoides
asv_002980,5880,5769,11649,1.01924077,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,NA,Duganella,Duganella zoogloeoides
asv_004115,2586,5888,8474,0.43919837,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,zoogloeoides,Duganella,Duganella zoogloeoides
asv_003153,3422,7588,11010,0.450975224,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,zoogloeoides,Duganella,Duganella zoogloeoides
asv_007338,1857,2658,4515,0.698645598,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,zoogloeoides,Duganella,Duganella zoogloeoides
asv_004603,2165,5430,7595,0.398710866,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,zoogloeoides,Duganella,Duganella zoogloeoides
asv_005752,2651,3315,5966,0.799698341,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,zoogloeoides,Duganella,Duganella zoogloeoides
asv_004396,6181,1742,7923,3.548220436,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,NA,Duganella,Duganella zoogloeoides
asv_001757,6664,12258,18922,0.543644967,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,NA,Pseudoduganella,Pseudoduganella
asv_000702,13911,26039,39950,0.534237106,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,NA,Pseudoduganella,Pseudoduganella
asv_002729,8650,4000,12650,2.1625,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,NA,Pseudoduganella,Pseudoduganella
asv_001240,9727,15562,25289,0.625048194,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,NA,Pseudoduganella,Pseudoduganella
asv_001067,10653,18002,28655,0.591767581,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,NA,Pseudoduganella,Pseudoduganella
asv_000875,13953,20208,34161,0.690469121,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,NA,Pseudoduganella,Pseudoduganella
asv_001484,6653,15202,21855,0.437639784,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,NA,Pseudoduganella,Pseudoduganella
asv_000869,11462,22871,34333,0.501158673,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,NA,Pseudoduganella,Pseudoduganella
asv_000528,14942,33041,47983,0.452226022,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,NA,Pseudoduganella,Pseudoduganella
asv_000720,11936,27418,39354,0.435334452,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,NA,Pseudoduganella,Pseudoduganella
asv_000745,13677,24893,38570,0.549431567,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,NA,Pseudoduganella,Pseudoduganella
asv_000852,20315,14583,34898,1.393060413,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,NA,Pseudoduganella,Pseudoduganella
asv_000321,24219,45426,69645,0.53315282,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,NA,Pseudoduganella,Pseudoduganella
asv_001189,19627,6395,26022,3.069116497,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,NA,Pseudoduganella,Pseudoduganella
asv_000894,14232,19389,33621,0.734024447,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,NA,Pseudoduganella,Pseudoduganella
asv_000252,30085,53631,83716,0.560962876,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,NA,Pseudoduganella,Pseudoduganella
asv_000488,22153,29155,51308,0.759835363,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,NA,Pseudoduganella,Pseudoduganella
asv_000395,22273,37921,60194,0.587352654,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,NA,Pseudoduganella,Pseudoduganella
asv_000600,17547,26663,44210,0.658102989,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,NA,Pseudoduganella,Pseudoduganella
asv_000309,27992,43460,71452,0.644086516,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,NA,Pseudoduganella,Pseudoduganella
